Name,md5,Machine,SizeOfOptionalHeader,Characteristics,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,SectionsNb,SectionsMeanEntropy,SectionsMinEntropy,SectionsMaxEntropy,SectionsMeanRawsize,SectionsMinRawsize,SectionMaxRawsize,SectionsMeanVirtualsize,SectionsMinVirtualsize,SectionMaxVirtualsize,ImportsNbDLL,ImportsNb,ImportsNbOrdinal,ExportNb,ResourcesNb,ResourcesMeanEntropy,ResourcesMinEntropy,ResourcesMaxEntropy,ResourcesMeanSize,ResourcesMinSize,ResourcesMaxSize,LoadConfigurationSize,VersionInformationSize,legitimate
VirusShare_6e32871949ba6a062fa483e92905c8f1,6e32871949ba6a062fa483e92905c8f1,332,224,258,11,0,113664,682496,0,24735,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,851968,1024,2018161488,2,33088,1048576,4096,1048576,4096,0,16,3,4.26337706158,0.206920017787,7.99894163996,94549.3333333,512,246272,281429.333333,512,806912,4,7,1,0,7,4.45336795506,2.62307816502,7.96700202426,80992.8571429,62,534528,0,0,0
VirusShare_9e3128dba5e63d12f239c6e6213c7f37,9e3128dba5e63d12f239c6e6213c7f37,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,549950,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,0
user.exe,dbf97e637f611a1506fc273cac362dd7,332,224,258,9,0,512,1024,0,4162,4096,8192,16777216.0,4096,512,6,1,6,1,6,1,12288,512,8194,3,34112,262144,8192,1048576,4096,0,16,2,2.049358758,0.828197334208,3.27052018179,768.0,512,1024,522.5,69,976,0,0,0,0,1,3.53805773874,3.53805773874,3.53805773874,880.0,880,880,0,16,1
Mcx2Dvcs.ni.dll,72fecc1bf94c1effcf22b53ac4f410fc,34404,240,8226,8,0,0,0,0,0,0,0,6880830423040.0,4096,512,5,2,0,0,5,2,393216,1024,0,3,320,0,0,0,0,0,16,6,3.84665381677,0.898265076699,6.58848004723,63317.3333333,512,266240,63088.0,59,266225,0,0,0,0,1,3.55437130886,3.55437130886,3.55437130886,904.0,904,904,0,16,1
VirusShare_4bbf09e7eaa8b8a3796d0c242a8340b1,4bbf09e7eaa8b8a3796d0c242a8340b1,332,224,258,10,0,117248,389632,0,58650,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,505614,2,33088,1048576,4096,1048576,4096,0,16,5,5.62782325145,4.03460495174,7.96613444061,99635.2,9728,330240,101061.8,9344,338532,4,98,0,0,5,3.31274294707,2.674419892,3.76438543256,2517.6,48,7336,72,14,0
System.Web.Extensions.Design.ni.dll,a6f824077d544b8bccd0c0f274e98686,332,224,8450,11,0,0,0,0,0,0,0,1644560384.0,4096,512,5,0,0,0,5,0,884736,1024,0,3,34112,0,0,0,0,0,16,4,5.69662317934,4.18432156437,6.62254469931,218112.0,30208,701440,217762.25,29756,701273,0,0,0,0,1,3.44178136678,3.44178136678,3.44178136678,1108.0,1108,1108,0,18,1
VirusShare_b8842d14726b877640504be644490072,b8842d14726b877640504be644490072,332,224,258,9,0,552448,390656,0,409452,4096,557056,4194304.0,4096,512,5,0,0,0,5,0,978944,1024,957588,2,32832,1048576,4096,1048576,4096,0,16,5,5.66674328513,4.55860876207,6.71512402073,188620.8,14336,552448,192224.2,33376,551953,19,469,19,0,80,3.33067690992,0.960953135828,7.98384054913,2012.5875,20,28240,72,15,0
VirusShare_01987e01f2054a6a384bc2bbe2fbd2f4,01987e01f2054a6a384bc2bbe2fbd2f4,332,224,33167,2,25,4136960,20480,5087232,9227216,5091328,9228288,4194304.0,4096,512,5,0,0,0,5,0,9248768,4096,4946374,2,0,1048576,16384,1048576,4096,0,16,3,4.43100603022,0.0,7.89667112852,1384960.0,0,4136960,3081557.33333,20480,5087232,14,19,0,0,109,6.75579678919,1.0,7.91497882897,30274.1009174,2,1671275,0,10,0
VirusShare_5662f13d0c1e3469ae921a2827530745,5662f13d0c1e3469ae921a2827530745,332,224,258,8,0,7680,307200,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,335872,1024,384832,2,34112,1048576,4096,1048576,4096,0,16,7,4.885836699,0.0,7.99878496139,44982.8571429,0,174592,44957.2857143,348,174592,3,41,0,0,6,3.40238507902,2.09748676858,5.15540854179,1314.16666667,48,3752,0,23,0
VirusShare_d090109e6ba5e413c32709ab8c30f29c,d090109e6ba5e413c32709ab8c30f29c,332,224,258,10,0,118784,375296,0,59914,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,512000,1024,525196,2,33088,1048576,4096,1048576,4096,0,16,5,5.66188006777,4.18799815499,7.97529182043,98816.0,9216,327680,100182.6,9350,327380,7,114,0,0,24,6.93809550692,2.549419892,7.99048736758,13586.75,48,22648,72,14,0
VirusShare_b604e4b4ea0f8b4437d2098468e8ae8d,b604e4b4ea0f8b4437d2098468e8ae8d,332,224,258,8,0,71168,1536,0,79278,8192,0,4194304.0,8192,512,4,0,0,0,4,0,98304,512,0,2,34112,1048576,4096,1048576,4096,0,16,3,3.71397423993,0.101910425663,6.47436844072,24234.6666667,512,71168,24042.6666667,12,71092,1,1,0,0,2,4.15168675615,3.30225669863,5.00111681368,415.0,340,490,0,9,0
VirusShare_d0065e0b3843335890aaff71be2065a5,d0065e0b3843335890aaff71be2065a5,332,224,258,11,0,110080,387072,0,16127,4096,114688,4194304.0,4096,512,5,1,0,0,5,1,507904,1024,2018365072,2,33088,1048576,4096,1048576,4096,0,16,5,5.3732741715,4.00857257915,6.52289215431,97689.6,7680,310784,99188.4,16340,310480,4,88,1,0,10,3.91566868406,0.960065828297,6.48352929388,30987.1,104,295424,72,0,0
MFC90ENU.DLL,3be57351529e0f2ba7742cdf2b05316b,332,224,8450,9,0,0,44544,0,0,4096,4096,1563820032.0,4096,512,5,0,9,0,5,0,49152,512,56505,3,1344,1048576,4096,1048576,4096,0,16,1,3.53668364073,3.53668364073,3.53668364073,44544.0,44544,44544,44440.0,44440,44440,0,0,0,0,121,2.5788617899,0.960953135828,3.81490998368,314.082644628,20,1592,0,16,1
VirusShare_d7996cdf9bfbba95ad52b6f7b89e0a87,d7996cdf9bfbba95ad52b6f7b89e0a87,332,224,258,8,0,7680,309760,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,339968,1024,342830,2,34112,1048576,4096,1048576,4096,0,16,7,4.89370169559,0.0,7.99865385626,45348.5714286,0,177152,45323.0,348,177152,3,41,0,0,6,3.50171702782,2.12850763956,5.15540854179,1314.16666667,48,3752,0,23,0
networkinspection.dll,12237c5ed0c26ba2ac141895778296b5,332,224,8450,11,0,266240,808960,0,230208,4096,270336,268435456.0,4096,512,6,3,6,3,6,1,1089536,1024,1106033,3,16704,262144,4096,1048576,4096,0,16,5,4.87654772859,1.83421773134,6.72948033086,214835.2,1536,782848,214925.4,2496,782800,16,317,8,1,31,2.69923147975,1.06159377996,5.47668783905,25195.1612903,224,292074,92,17,1
VirusShare_cd4efa145cdc4ccafa37b05d210eee94,cd4efa145cdc4ccafa37b05d210eee94,332,224,258,10,0,118784,375296,0,59914,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,512000,1024,544790,2,33088,1048576,4096,1048576,4096,0,16,5,5.66188006777,4.18799815499,7.97529182043,98816.0,9216,327680,100182.6,9350,327380,7,114,0,0,24,6.93809550692,2.549419892,7.99048736758,13586.75,48,22648,72,14,0
icwrmind.exe,762e8fb1bc0ac306dc0cfce76ffeb934,332,224,271,7,10,12288,8192,0,8922,4096,16384,16777216.0,4096,4096,5,1,5,1,4,0,24576,4096,50656,2,33792,262144,4096,1048576,4096,0,16,3,2.81647204449,0.211302202109,5.41836026288,6826.66666667,4096,12288,5328.66666667,2812,10062,7,71,0,0,4,3.35804619759,3.2169875143,3.55173689595,704.0,310,1264,0,16,1
VirusShare_45c91de4eea46425620c52630efba0ac,45c91de4eea46425620c52630efba0ac,332,224,259,9,0,72704,119808,0,46017,4096,77824,4194304.0,4096,512,5,0,0,0,5,0,294912,1024,0,2,34048,1048576,4096,1048576,4096,0,16,5,4.42880966665,0.21310128451,6.92890673982,38502.4,512,111104,55626.6,16,110836,10,166,1,0,19,3.80578383846,2.33958649995,7.137524766,5768.84210526,62,84600,0,0,0
Microsoft.SqlServer.Dmf.ni.dll,872ecba1704d1de1269f11f84e3660e1,332,224,8450,8,0,0,0,0,0,0,0,822083584.0,4096,512,5,0,0,0,5,0,1298432,512,0,3,34112,0,0,0,0,0,16,5,5.14864090147,2.13168078165,6.66615719289,256204.8,512,1001472,256058.2,171,1001468,0,0,0,0,1,3.4713162764,3.4713162764,3.4713162764,1132.0,1132,1132,0,18,1
VirusShare_ef6f439d39fd2f01d823a819135ec64e,ef6f439d39fd2f01d823a819135ec64e,332,224,258,10,0,120320,385024,0,61658,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,544879,2,33088,1048576,4096,1048576,4096,0,16,5,5.63083047956,4.05523079353,7.96309190478,101068.8,9728,330752,102625.0,9400,339684,2,87,0,0,6,3.67288130951,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,0
msdrm.dll,825e6a93ac936feec0431dc7ff544ec6,34404,240,8226,9,0,428544,30720,0,375184,4096,0,8792772182016.0,4096,512,6,1,6,1,5,2,471040,1536,469273,2,64,262144,4096,1048576,4096,0,16,5,4.53428377599,2.59046161625,6.24456452235,89497.6,1536,428544,91600.0,1304,428490,9,154,0,89,2,3.09629456169,2.63252498898,3.5600641344,564.0,208,920,0,16,1
VirusShare_eef8a6e1627bf7401cfba7aec1f2bfc2,eef8a6e1627bf7401cfba7aec1f2bfc2,332,224,33166,2,25,4412928,2143744,0,4414628,4096,4493312,4194304.0,4096,512,4,0,0,0,4,0,6914048,1024,6652003,2,0,1048576,16384,1048576,4096,0,16,8,1.98504611794,0.0,6.65891437745,824384.0,0,4451328,861130.875,24,4488152,7,336,0,0,25,3.45606681265,1.18146266977,5.3779616167,76635.68,16,961872,0,0,0
srvsvc.dll,e881235209d4fbd2066dd345ed5fdf11,332,224,8450,9,0,137216,29184,0,5285,4096,163840,1092616192.0,4096,512,6,1,6,1,6,1,180224,2048,188375,3,320,262144,4096,1048576,4096,0,16,4,4.41461386738,1.43339879282,6.67971699979,41600.0,1536,137216,41403.75,1288,137179,30,230,2,2,2,3.09383369958,2.62305814519,3.56460925396,554.0,200,908,72,16,1
VirusShare_80479c3a429781ba63b4ca894a1c0a23,80479c3a429781ba63b4ca894a1c0a23,332,224,258,12,0,83968,208896,0,21885,4096,90112,4194304.0,4096,512,5,1,0,0,5,1,311296,1024,308540,2,33088,1048576,4096,1048576,4096,0,16,5,5.58227770984,3.53204384223,6.64877272496,57036.8,5632,160256,58417.6,5528,160176,7,101,4,0,7,4.12160558063,2.64576300669,6.38024604643,22810.2857143,62,154279,72,0,0
fontsub.dll,1c4ff36152ebdf5c10a612fc9b2e1f8a,34404,240,8226,9,0,93696,7680,0,91976,4096,0,8793692438528.0,4096,512,6,1,6,1,5,2,114688,1024,150823,3,64,262144,4096,1048576,4096,0,16,5,3.96742245835,0.832519896606,6.22861788487,19968.0,512,93696,20091.4,350,93467,2,26,0,2,1,3.56947469635,3.56947469635,3.56947469635,900.0,900,900,0,16,1
VirusShare_e64a639353e5a740a076f8bea32c5e2c,e64a639353e5a740a076f8bea32c5e2c,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,515728,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,0
VirusShare_d9dc4c7ddc25294e2c3a51bc68f3fdda,d9dc4c7ddc25294e2c3a51bc68f3fdda,332,224,291,8,0,225280,28672,397312,622992,401408,626688,4194304.0,4096,512,4,0,0,0,4,0,655360,4096,0,2,32768,4194304,4096,1048576,4096,0,16,3,4.52230589466,0.0,7.92599437505,83456.0,0,222208,217088.0,28672,397312,13,18,2,0,23,5.18755059056,2.02321967234,7.6661006564,1486.04347826,20,9640,0,11,0
VirusShare_cfdfe3a611652acba4da4a5508376929,cfdfe3a611652acba4da4a5508376929,332,224,258,10,0,120320,385024,0,61578,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,533753,2,33088,1048576,4096,1048576,4096,0,16,5,5.64644365076,4.11726411592,7.96277585234,101068.8,9728,330752,102623.8,9404,339652,3,89,0,0,6,3.72982390563,2.45849222582,5.31755235629,2739.5,48,9640,72,15,0
fontsub.dll,2748108963e56a7a0cf05f19501df832,332,224,8450,9,0,65536,4608,0,6636,4096,73728,1087832064.0,4096,512,6,1,6,1,5,1,81920,1024,118711,3,320,262144,4096,1048576,4096,0,16,4,4.66478450081,3.17875915484,6.40079282301,17408.0,1024,65536,17419.0,1000,65520,2,24,0,2,1,3.5662545556,3.5662545556,3.5662545556,900.0,900,900,72,16,1
VirusShare_a7a23c983cd086fe6f975a4220f918a9,a7a23c983cd086fe6f975a4220f918a9,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,550020,2,33088,1048576,4096,1048576,4096,0,16,5,5.65247006243,4.14990094209,7.96279259334,101068.8,9728,330752,102619.0,9396,339620,3,89,0,0,6,3.75606821168,2.45849222582,5.31755235629,2739.5,48,9640,72,15,0
VirusShare_fc939cf38b9bdd473907ad9c2c971222,fc939cf38b9bdd473907ad9c2c971222,332,224,258,8,0,7680,306688,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,335872,1024,331077,2,34112,1048576,4096,1048576,4096,0,16,7,4.88717477083,0.0,7.99884046208,44909.7142857,0,174080,44884.1428571,348,174080,3,41,0,0,6,3.40729056602,2.15128593019,5.15540854179,1314.16666667,48,3752,0,23,0
VirusShare_d65661f4cd6d57b17255b32522ea1793,d65661f4cd6d57b17255b32522ea1793,332,224,258,10,0,116224,385024,0,57436,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,524288,1024,533431,2,33088,1048576,4096,1048576,4096,0,16,5,5.63891329302,4.18602299801,7.9611202343,100249.6,9216,338432,101601.8,9228,337996,4,100,0,0,29,7.07383209462,2.45849222582,7.98793727193,11601.7241379,48,17005,72,14,0
VirusShare_c18602f1347881f408e0a80e1146bfb2,c18602f1347881f408e0a80e1146bfb2,332,224,258,10,0,117248,389632,0,58650,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,559980,2,33088,1048576,4096,1048576,4096,0,16,5,5.62782325145,4.03460495174,7.96613444061,99635.2,9728,330240,101061.8,9344,338532,4,98,0,0,5,3.31274294707,2.674419892,3.76438543256,2517.6,48,7336,72,14,0
VirusShare_71cefa9e5581d1aca8dc78af59553991,71cefa9e5581d1aca8dc78af59553991,332,224,258,10,0,117248,389632,0,58650,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,570843,2,33088,1048576,4096,1048576,4096,0,16,5,5.62782325145,4.03460495174,7.96613444061,99635.2,9728,330240,101061.8,9344,338532,4,98,0,0,5,3.31274294707,2.674419892,3.76438543256,2517.6,48,7336,72,14,0
VirusShare_0b0dd965548494a69b2e765a6c1e2542,0b0dd965548494a69b2e765a6c1e2542,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,546282,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,0
VirusShare_9b6194f6ff132f568d5b36680ca7a3e9,9b6194f6ff132f568d5b36680ca7a3e9,332,224,258,11,0,111616,380928,0,20004,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,507904,1024,2018361680,2,33088,1048576,4096,1048576,4096,0,16,5,5.45109752879,4.01098166798,6.5587486267,96768.0,6656,280064,98312.4,15284,279856,4,88,1,0,5,3.95324082275,2.37085907723,6.36510294641,55896.4,34,278016,72,0,0
kinit.exe,fa3814b19449d1f0f397d11d661a9d4e,332,224,271,7,10,14336,12800,0,17207,4096,20480,4194304.0,4096,512,4,0,0,0,4,0,40960,1024,60084,3,0,327680,4096,1048576,4096,0,16,4,4.06705483798,0.406570595312,6.15516355232,6784.0,512,14336,6462.0,188,13846,4,77,0,0,2,4.25812410326,3.48232742552,5.03392078099,1077.5,828,1327,72,17,1
VirusShare_0abb50b4be28e8dadf0c4223549edc63,0abb50b4be28e8dadf0c4223549edc63,332,224,271,6,0,24064,164864,1024,12538,4096,28672,4194304.0,4096,512,4,0,6,0,4,0,249856,1024,260750,2,32768,1048576,4096,1048576,4096,0,16,5,4.5288266155,0.0,6.4401055495,9523.2,0,24064,47417.6,4764,154712,8,155,1,0,8,4.3767937047,2.45849222582,6.34350856303,2076.625,48,9640,0,0,0
aspnetca.exe,e34e121386d754c13b3fcdb16c410fd0,34404,240,34,9,0,216576,17408,0,154568,4096,0,4294967296.0,4096,512,6,1,6,1,6,1,245760,1024,248045,3,33088,524288,8192,1048576,4096,0,16,5,3.59807331717,1.11068865282,6.43045996681,45670.4,1024,216576,46454.0,712,216222,8,194,0,924,2,4.24054540919,3.52159613258,4.95949468579,808.0,688,928,0,16,1
VirusShare_e8cc3f884fc0a13c4c136ac4cc3b1db0,e8cc3f884fc0a13c4c136ac4cc3b1db0,332,224,258,10,0,241664,105984,0,163508,4096,245760,4194304.0,4096,512,5,1,0,0,5,1,356352,1024,380972,2,33088,1048576,4096,1048576,4096,0,16,5,5.3912353374,4.43472498446,6.56430868109,67584.0,10752,241664,69332.2,15680,241435,10,250,15,0,13,3.40829645849,1.67171610429,5.85782348562,1134.61538462,12,6728,72,16,0
VirusShare_dda57077beb8cadfbc8f68848068e374,dda57077beb8cadfbc8f68848068e374,332,224,258,8,0,7680,309760,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,339968,1024,342830,2,34112,1048576,4096,1048576,4096,0,16,7,4.89370169559,0.0,7.99865385626,45348.5714286,0,177152,45323.0,348,177152,3,41,0,0,6,3.50171702782,2.12850763956,5.15540854179,1314.16666667,48,3752,0,23,0
mshtml.dll,a29bafc1543f9d2234afffea9bce76c8,34404,240,8226,11,0,21999616,2938880,0,18928,4096,0,6442450944.0,4096,512,6,3,6,3,6,1,24956928,1024,24958557,2,16736,262144,4096,1048576,4096,0,16,8,4.48102733832,0.0203931352361,6.78360682653,3114560.0,512,21999616,3117075.375,129,21999584,11,978,115,39,557,5.83113074887,1.11239546515,7.98172612308,1386.83842011,20,154422,148,17,1
VirusShare_b990909bd33b9c92386f1b32320fe64d,b990909bd33b9c92386f1b32320fe64d,332,224,33167,2,25,65024,80384,0,70588,4096,73728,4194304.0,4096,512,5,0,6,0,5,0,188416,1024,937970,2,32768,1048576,16384,1048576,4096,0,16,8,3.10723359044,0.0,6.39148264826,18176.0,0,72704,20754.5,8,72440,11,120,0,0,17,4.02485735025,2.41973098683,5.62344943507,4199.17647059,16,33512,0,15,0
VirusShare_0094f2f975ea5475cac4cc93d8b3e310,0094f2f975ea5475cac4cc93d8b3e310,332,224,258,10,0,28672,445952,16896,14819,4096,32768,4194304.0,4096,512,5,0,6,0,5,0,3977216,1024,680988,2,34112,1048576,4096,1048576,4096,0,16,6,2.65064184009,0.0,6.49788465186,30634.6666667,0,139264,661773.333333,3978,3362816,8,172,1,0,21,3.42072662405,1.86523352037,7.9688495098,6558.42857143,180,67624,0,0,0
VirusShare_1a74db14aed9ce90833c039054923e68,1a74db14aed9ce90833c039054923e68,332,224,258,10,0,120320,385024,0,61658,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,528528,2,33088,1048576,4096,1048576,4096,0,16,5,5.63083047956,4.05523079353,7.96309190478,101068.8,9728,330752,102625.0,9400,339684,2,87,0,0,6,3.67288130951,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,0
ubpm.dll,7cc7df5b654da579613f811d8c637e29,34404,240,8226,9,0,172544,39936,0,49392,4096,0,8792608866304.0,4096,512,6,1,6,1,6,1,233472,1536,234704,3,320,262144,4096,1048576,4096,0,16,6,4.05802299761,1.00617797702,6.32903452675,35413.3333333,512,172544,35228.8333333,296,172457,13,195,4,18,2,3.12905017592,2.6868325827,3.57126776913,570.0,200,940,0,16,1
VirusShare_4d91b131683cdfb576699716d71dfaf4,4d91b131683cdfb576699716d71dfaf4,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,536466,2,33088,1048576,4096,1048576,4096,0,16,5,5.63344949696,4.05376582193,7.96257816425,101068.8,9728,330752,102626.2,9400,339652,3,89,0,0,6,3.67198581831,2.45849222582,5.31755235629,2739.5,48,9640,72,15,0
VirusShare_dbd0f1dd65d231ffd4577c447c702136,dbd0f1dd65d231ffd4577c447c702136,332,224,258,11,0,111104,476672,0,19748,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,700416,1024,2018196144,2,33088,1048576,4096,1048576,4096,0,16,3,5.2570150409,0.292119917659,7.99843005281,106496.0,512,225280,230912.0,512,598016,4,7,1,0,18,5.74289760599,3.09023109948,7.96992411003,20999.0,216,289280,72,0,0
VirusShare_7548f3011679d3f5e4836759a7818172,7548f3011679d3f5e4836759a7818172,332,224,258,10,0,120320,385024,0,61578,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,530966,2,33088,1048576,4096,1048576,4096,0,16,5,5.64619931408,4.11715549516,7.96322482373,101068.8,9728,330752,102637.4,9408,339716,3,89,0,0,6,3.72833051736,2.45849222582,5.31755235629,2739.5,48,9640,72,15,0
hr.dll,60f8342b6c6ef72f1d45094d77432798,332,224,8450,9,0,0,2048,0,0,4096,4096,1022361600.0,4096,512,5,0,0,0,5,0,12288,512,55846,3,1344,1048576,4096,1048576,4096,0,16,2,3.00790437715,1.73748148305,4.27832727126,1024.0,512,1536,794.0,124,1464,0,0,0,0,3,3.78714772332,3.2125264886,4.79597360227,417.333333333,346,494,0,0,1
VirusShare_de23f29b86ee2f9b075caec32c1bdf29,de23f29b86ee2f9b075caec32c1bdf29,332,224,33167,2,25,37888,13824,0,40000,4096,45056,4194304.0,4096,512,1,0,0,0,4,0,81920,1024,682826,2,0,1048576,16384,1048576,4096,0,16,8,2.34484334305,0.0,6.64621106685,6464.0,0,37888,7046.5,8,37732,8,96,0,0,13,3.50296603776,2.64576300669,5.08452412901,684.615384615,44,2216,0,0,0
System.Xml.Linq.Resources.dll,0c688c05fbceec73d8aa401e442e3c99,332,224,8462,8,0,5632,2048,0,13486,8192,16384,4194304.0,8192,512,4,0,0,0,4,0,32768,512,28817,3,1344,1048576,4096,1048576,4096,0,16,3,2.55093833758,0.0815394123432,4.83380945064,2560.0,512,5632,2149.33333333,12,5300,1,1,0,0,1,3.56310686378,3.56310686378,3.56310686378,1048.0,1048,1048,0,18,1
certcli.dll,2347f9d5227f8751527c0aa0cdba7375,332,224,8450,9,0,303616,38400,0,78023,4096,315392,1879048192.0,4096,512,6,1,6,1,6,0,352256,1024,386180,3,320,262144,4096,1048576,4096,0,16,5,5.00038066165,3.40111409913,6.56910480632,68300.8,1024,302592,68156.4,714,302488,8,342,35,173,4,3.59386833887,2.82428865212,4.48982467705,2802.5,256,9280,72,16,1
VirusShare_7674c612a836537b74d95fbc9e5fbc5f,7674c612a836537b74d95fbc9e5fbc5f,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,521168,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,0
VirusShare_a995c86c238b67f57f5b506a2c8d0dff,a995c86c238b67f57f5b506a2c8d0dff,332,224,271,6,0,23552,117760,1024,12825,4096,28672,4194304.0,4096,512,4,0,6,0,4,0,192512,1024,0,2,32768,1048576,4096,1048576,4096,0,16,5,4.25682575829,0.0,6.48016124971,6348.8,0,23552,36011.6,2512,108504,8,158,1,0,5,3.331804988,2.16096404744,5.25700930934,425.6,20,784,0,12,0
VirusShare_a461b0fe85cec5d4c4ce13f3c4d79036,a461b0fe85cec5d4c4ce13f3c4d79036,332,224,258,10,0,119808,386048,0,61300,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,528341,2,33088,1048576,4096,1048576,4096,0,16,5,5.6676972164,4.16971446369,7.95859440543,101171.2,9728,335872,102574.6,9482,335540,7,116,0,0,23,6.80392425172,2.45849222582,7.99048736758,14534.7826087,48,22648,72,15,0
VirusShare_a1e32ce8dc7cc23dec4e2218ce9783ba,a1e32ce8dc7cc23dec4e2218ce9783ba,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,576988,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,0
VirusShare_99c6cd6885ddb082fb6e734d90f3bb98,99c6cd6885ddb082fb6e734d90f3bb98,332,224,258,10,0,118784,394752,0,59901,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,532480,1024,565048,2,33088,1048576,4096,1048576,4096,0,16,5,5.66015040119,4.19037647467,7.96244838494,102707.2,9216,347648,104183.0,9384,347600,7,112,0,0,24,6.91212714458,2.45849222582,7.99048736758,14429.0,48,22648,72,14,0
VirusShare_16ef7d1f1cb154c5a09d2c3869026144,16ef7d1f1cb154c5a09d2c3869026144,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,524241,2,33088,1048576,4096,1048576,4096,0,16,5,5.63344949696,4.05376582193,7.96257816425,101068.8,9728,330752,102626.2,9400,339652,3,89,0,0,6,3.67198581831,2.45849222582,5.31755235629,2739.5,48,9640,72,15,0
VirusShare_6979a8950f372a43861e421bb35634cc,6979a8950f372a43861e421bb35634cc,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,548250,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,0
VirusShare_b85187e2044f2304334aa076c7a1f820,b85187e2044f2304334aa076c7a1f820,332,224,33167,2,25,37888,13824,0,40000,4096,45056,4194304.0,4096,512,1,0,0,0,4,0,81920,1024,682826,2,0,1048576,16384,1048576,4096,0,16,8,2.34484334305,0.0,6.64621106685,6464.0,0,37888,7046.5,8,37732,8,96,0,0,13,3.50296603776,2.64576300669,5.08452412901,684.615384615,44,2216,0,0,0
